Unnamed: 0,Port(s),Protocol,Service,Details,Source
2,1501,"tcp,udp",sas-3,Satellite-data Acquisition System 3,Nmap
3,1501,"tcp,udp",saiscm,Satellite-data Acquisition System 3,IANA
1,"1023, 1502, 1503, 1504, 1730, 1731, 1732, 65534",tcp,applications,NetMeeting with H323,Portforward
2,1502,"tcp,udp",shivadiscovery,Shiva,IANA
1,1503,tcp,Netmeeting,"T.120 communication protocols used for teleconferencing, videoconferencing and data sharing. Windows Live Messenger, NetMeeting with H323, CU-SeeMe-CUworld.Databeam (IANA official)",SG
2,1503,"tcp,udp",,Windows Live Messenger (Whiteboard and Application Sharing) (unofficial),Wikipedia
3,1503,tcp,Netmeeting,Microsoft Netmeeting,SANS
4,"1503, 1720, 5222, 5223, 7640, 7642, 7648, 7649",tcp,applications,CUseeMe-CUworld,Portforward
5,"522,389,1503,1720,1731",tcp,applications,NetMeeting 2.0 through 3.01 (can also use ports 1024-65535 udp),Portforward
6,"1023, 1502, 1503, 1504, 1730, 1731, 1732, 65534",tcp,applications,NetMeeting with H323,Portforward
7,1503,tcp,applications,T.120 Data sharing,Portforward
8,1503,"tcp,udp",threat,T.120 teleconferencing protocol,Bekkoame
9,1503,"tcp,udp",imtc-mcs,Databeam,IANA
1,"1023, 1502, 1503, 1504, 1730, 1731, 1732, 65534",tcp,applications,NetMeeting with H323,Portforward
2,1504,udp,evb-elm,EVB Software Engineering License Manager,Nmap
3,1504,"tcp,udp",evb-elm,EVB Software Engineering License Manager,IANA
1,1505,tcp,trojan,FunkProxy,SG
2,1505,"tcp,udp",funkproxy,Funk Software  Inc.,SANS
3,1505,"tcp,udp",funkproxy,"Funk Software, Inc.",Bekkoame
4,1505,tcp,funkproxy,"""Funk Software, registered [Robert_D_Vincent]",IANA
5,1505,udp,funkproxy,"""Funk Software, registered [Robert_D_Vincent]",IANA
1,1506,udp,utcd,Universal Time daemon (utcd),Nmap
2,1506,"tcp,udp",utcd,Universal Time daemon (utcd),IANA
1,1507,"tcp,udp",symplex,symplex,IANA
1,1508,"tcp,udp",diagmond,diagmond,IANA
1,1509,tcp,trojans,"Psyber Streaming Server (PSS) - remote access trojan, uses ports 1170, 1509, 4000.",SG
2,1509,tcp,PsyberStreamingServer,[trojan] Psyber StreamingServer,SANS
3,1509,"tcp,udp",robcad-lm,Robcad  Ltd. License Manager,SANS
4,1509,"tcp,udp",robcad-lm,"Robcad, Ltd. License Manager",Bekkoame
5,1509,tcp,robcad-lm,"""Robcad, registered [Hindin_Joseph]",IANA
6,1509,udp,robcad-lm,"""Robcad, registered [Hindin_Joseph]",IANA
1,1510,tcp,games,Nascar 3,SG
2,1510,"tcp,udp",mvx-lm,Midland Valley Exploration Ltd. Lic. Man.,IANA
1,1511,"tcp,udp",3l-l1,3l-l1,IANA
1,1512,"tcp,udp",wins,IANA registered for: Microsoft's Windows Internet Name Service (WINS),SG
2,1512,"tcp,udp",,Microsoft Windows Internet Name Service (WINS) (official),Wikipedia
3,1512,udp,wins,Microsoft's Windows Internet Name Service,Nmap
4,1512,tcp,wins,Microsoft's Windows Internet Name Service,IANA
5,1512,udp,wins,Microsoft's Windows Internet Name Service,IANA
1,1513,"tcp,udp",fujitsu-dtc,Garena Gaming ClientIANA registered for: Fujitsu Systems Business of America Inc,SG
2,1513,"tcp,udp",fujitsu-dtc,Fujitsu Systems Business of America  Inc,SANS
3,1513,"tcp,udp",fujitsu-dtc,"Fujitsu Systems Business of America, Inc",Bekkoame
4,1513,tcp,fujitsu-dtc,"""Fujitsu Systems Business of America",IANA
5,1513,udp,fujitsu-dtc,"""Fujitsu Systems Business of America",IANA
1,1514,"tcp,udp",fujitsu-dtcns,Fujitsu Systems Business of America Inc,SG
2,1514,"tcp,udp",fujitsu-dtcns,Fujitsu Systems Business of America  Inc,SANS
3,1514,udp,fujitsu-dtcns,"Fujitsu Systems Business of America, Inc",Nmap
4,1514,"tcp,udp",fujitsu-dtcns,"Fujitsu Systems Business of America, Inc",Bekkoame
5,1514,tcp,fujitsu-dtcns,"""Fujitsu Systems Business of America, registered [Charles_A_Higgins]",IANA
6,1514,udp,fujitsu-dtcns,"""Fujitsu Systems Business of America, registered [Charles_A_Higgins]",IANA
1,1515,"tcp,udp",ifor-protocol,ifor-protocol,IANA
1,1516,"tcp,udp",vpad,Virtual Places Audio data,IANA
1,1517,"tcp,udp",vpac,"Valmet DNA could allow a remote attacker to execute arbitrary code on the system, caused by a command injection vulnerability in the Valmet DNA service when it is listening on TCP port 1517. By sending a specially-crafted request, an attacker could exploit this vulnerability to execute code with SYSTEM privileges.References: [XFDB-220353], [CVE-2021-26726]Virtual Places Audio control (IANA official)",SG
2,1517,"tcp,udp",vpac,Virtual Places Audio control,IANA
1,"80,1518",tcp,,Ports used by:Quadrox GuardDVRQuadrox GuardNVRQuadrox WebCCTV DVRQuadrox WebCCTV NDVRQuadrox WebCCTV NVR,Portforward
2,1518,"tcp,udp",vpvd,Virtual Places Video data,IANA
1,1519,"tcp,udp",vpvc,Virtual Places Video control,IANA
1,1520,udp,atm-zip-office,atm zip office,Nmap
2,1520,"tcp,udp",atm-zip-office,atm zip office,IANA
1,1521,tcp,oracle,"Oracle database default listener. Oracle Database Management uses the following ports:1521 TCP - Oracle SQL Net Listener and Data Guard1832 TCP - Oracle Enterprise Management Agent HTTP (range 1830-1849)49896 TCP - Oracle Clusterware (CRS daemon)Transparent Network Substrate (TNS) Listener in Oracle 9i 9.0.1.1 allows remote attackers to cause a denial of service (CPU consumption) via a single malformed TCP packet to port 1521.References: [CVE-2002-0509], [BID-4391]Port is also IANA registered for nCube License Manager",SG
2,1521,tcp,,nCube License Manager (official),Wikipedia
3,1521,tcp,,"Oracle database default listener, in future releases (officialport 2483)",Wikipedia
4,1521,tcp,oracle,Oracle 8 SQL (default),SANS
5,1521,tcp,oracle,Oracle Database,Nmap
6,1521,udp,ncube-lm,nCube License Manager,Nmap
7,1521,tcp,oracle-tns,TNS Listener,Neophasis
8,1521,"tcp,udp",threat,Oracle SQL defaults to listening at this port (SQL*Net v2.x),Bekkoame
9,1521,"tcp,udp",ncube-lm,nCube License Manager,IANA
1,1522,"tcp,udp",rna-lm,Ricardo North America License Manager,Nmap
2,1522,"tcp,udp",threat,Oracle SqlNet 2,Bekkoame
3,1522,"tcp,udp",ricardo-lm,Ricardo North America License Manager,IANA
1,1523,"tcp,udp",cichild-lm,cichild-lm,Nmap
2,1523,"tcp,udp",cichild-lm,cichild,IANA
1,1524,tcp,backdoor,"Many attack scripts install a backdoor shell at this port (especially those against Sun systems via holes in sendmail and RPC services like statd, ttdbserver, and cmsd). Connections to port 600/pcserver also have this problem. [Cert IN-99-04]Trin00 (DDoS) trojan horse also uses port 1524 (TCP).IANA registered for: ingres (TCP/UDP)",SG
2,1524,"tcp,udp",,"ingreslock, ingres (official)",Wikipedia
3,1524,tcp,trojan,[trojan] Trinoo,Trojans
4,1524,tcp,Trinoo,[trojan] Trinoo,SANS
5,1524,"tcp,udp",ingreslock,ingres,IANA
1,1525,"tcp,udp",orasrv,"OracleArchie, Prospero trojans also use this port (TCP).",SG
2,1525,tcp,orasrv,oracle or Prospero Directory Service non-priv,Nmap
3,1525,udp,oracle,oracle,Nmap
4,1525,"tcp,udp",orasrv,oracle,IANA
5,1525,"tcp,udp",prospero-np,Prospero Directory Service non-priv,IANA
1,1526,tcp,,Oracle database common alternative for listener,SG
2,1526,tcp,,Oracle database common alternative for listener (unofficial),Wikipedia
3,1526,"tcp,udp",pdap-np,Prospero Data Access Prot non-priv,IANA
1,1527,"tcp,udp",tlisrv,Apache Derby Network Server default portIANA registered for: Oracle,SG
2,1527,"tcp,udp",tlisrv,oracle,IANA
1,1528,"tcp,udp,sctp",norp,Not Only a Routeing Protocol (IANA official),SG
2,1528,"tcp,udp",mciautoreg,,SANS
3,1528,"tcp,udp",mciautoreg,mciautoreg,Nmap
4,1528,"tcp,udp",mciautoreg,micautoreg,Bekkoame
5,1528,tcp,,Reserved,IANA
6,1528,udp,ngr-t,"NGR transport protocol for mobile ad-hoc networks, registered 2016-09-13",IANA
1,1529,tcp,support,prmsd gnatsd cygnus bug tracker,SANS
2,1529,tcp,support,prmsd gnatsd,Nmap
3,1529,udp,coauthor,oracle,Nmap
4,1529,"tcp,udp",coauthor,oracle,IANA
1,1530,tcp,applications,The RDS service (rds.exe) in HP Data Protector Manager 6.11 allows remote attackers to cause a denial of service (crash) via a packet with a large data size to TCP port 1530.References: [CVE-2011-0514]Port also IANA registered for rap-service,SG
2,1530,udp,rap-service,rap-service,Nmap
3,1530,"tcp,udp",rap-service,rap-service,IANA
1,1531,"tcp,udp",rap-listen,rap-listen,IANA
1,1532,"tcp,udp",miroconnect,microconnect,Neophasis
2,1532,"tcp,udp",miroconnect,miroconnect,IANA
1,1533,tcp,trojans,"Backdoor.Miffice [Symantec-2002-082617-0523-99] (2002.08.26) - remote access trojan. Affects all current Windows versions.IBM Lotus Sametime is vulnerable to a stack-based buffer overflow, caused by improper bounds checking by the Community Services Multiplexer service (StMux.exe). By sending an overly long HTTP request to TCP port 1533, a remote attacker could overflow a buffer and execute arbitrary code on the system or cause the application to crash.References: [CVE-2008-2499], [BID-29328]Port is also registered with IANA for: Virtual Places Software",SG
2,1533,tcp,,IBM Sametime IM - Virtual Places Chat Microsoft SQL Server (official),Wikipedia
3,1533,tcp,sametime,Lotus Sametime,SANS
4,1533,"tcp,udp",threat,Miffice,Bekkoame
5,1533,"tcp,udp",virtual-places,Virtual Places Software,IANA
1,1534,tcp,trojan,Bizex.Worm,SG
2,1534,udp,applications,Eclipse Target Communication Framework,SG
3,1534,udp,micromuse-lm,micromuse-lm,Nmap
4,1534,"tcp,udp",threat,W32.Bizex,Bekkoame
5,1534,"tcp,udp",micromuse-lm,micromuse-lm,IANA
1,1535,"tcp,udp",ampr-info,ampr-info,IANA
1,1536,tcp,W32bckdr,W32bckdr -- Open Source Windows backdoor,SANS
2,1536,udp,ampr-inter,ampr-inter,Nmap
3,1536,"tcp,udp",ampr-inter,ampr-inter,IANA
1,1537,"tcp,udp",sdsc-lm,sdsc-lm,Nmap
2,1537,"tcp,udp",sdsc-lm,isi-lm,IANA
1,1538,"tcp,udp",3ds-lm,3ds-lm,IANA
1,1539,"tcp,udp",intellistor-lm,Intellistor License Manager,IANA
1,1540,"tcp,udp",rds,1C:Enterprise server agent (ragent)IANA registered for: rds,SG
2,1540,"tcp,udp",rds,rds,IANA
1,1541,"tcp,udp",rds2,1C:Enterprise master cluster manager (rmngr)IANA registered for: rds2,SG
2,1541,"tcp,udp",rds2,rds2,IANA
1,1542,"tcp,udp",gridgen-elmd,1C:Enterprise configuration repository serverIANA registered for: gridgen-elmd,SG
2,1542,"tcp,udp",gridgen-elmd,gridgen-elmd,IANA
1,1543,"tcp,udp",simba-cs,simba-cs,IANA
1,1544,"tcp,udp",aspeclmd,aspeclmd,IANA
1,1545,"tcp,udp",vistium-share,1C:Enterprise cluster administration server (RAS)IANA registered for: vistium-share,SG
2,1545,"tcp,udp",vistium-share,vistium-share,IANA
1,1546,udp,abbaccuray,abbaccuray,Nmap
2,1546,"tcp,udp",abbaccuray,abbaccuray,IANA
1,1547,"tcp,udp",applications,Laplink,SG
2,1547,"tcp,udp",,Laplink (official),Wikipedia
3,1547,"tcp,udp",applications,Laplink,Portforward
4,1547,"tcp,udp",laplink,laplink,IANA
1,1548,"tcp,udp",axon-lm,Axon License Manager,IANA
1,1549,tcp,shivahose,Shiva Hose,IANA
2,1549,udp,shivasound,Shiva Sound,IANA
1,1550,"tcp,udp",3m-image-lm,Gadu-Gadu (direct client-to-client)IANA registered for: Image Storage license manager 3M Company,SG
2,1550,"tcp,udp",,Gadu-Gadu (direct client-to-client) (unofficial),Wikipedia
3,1550,"tcp,udp",3m-image-lm,Image Storage license manager 3M Company,IANA
1,1551,"tcp,udp",hecmtl-db,HECMTL-DB,IANA
1,1552,"tcp,udp",pciarray,pciarray,IANA
1,1553,"tcp,udp",sna-cs,sna-cs,IANA
1,1554,"tcp,udp",caci-lm,CACI Products Company License Manager,IANA
1,1555,"tcp,udp",livelan,livelan,IANA
1,1556,"tcp,udp",veritas,Port used by Veritas PBX (Private Branch Exchange) ServiceVeritas uses the following ports:1556 - Veritas PBX Service2821 - VxSS Authentication Service4032 - VxSS Authorization Service13724 - Veritas NetBackup Network Service13783 - nbatd13722 - nbazd,SG
2,1556,"tcp,udp",ashwin,AshWin CI Tecnologies,SANS
3,1556,tcp,veritas-pbx,"""VERITAS Private Branch Exchange",IANA
4,1556,"tcp,udp",veritas_pbx,"VERITAS Private Branch Exchange, registered 2004-04",IANA
5,1556,udp,veritas-pbx,"""VERITAS Private Branch Exchange",IANA
1,1557,"tcp,udp",arbortext-lm,ArborText License Manager,IANA
1,1558,"tcp,udp",xingmpeg,Xing StreamWorks,SG
2,1558,"tcp,udp",xingmpeg,xingmpeg,IANA
1,1559,"tcp,udp",web2host,web2host,IANA
1,1560,tcp,trojans,"Big Gluck, Duddie",SG
2,1560,tcp,trojan,"Big Gluck, Duddie",Trojans
3,1560,"tcp,udp",asci-val,asci-val,SANS
4,1560,"tcp,udp",asci-val,ASCI-RemoteSHADOW,IANA
1,1561,udp,trojan,MuSka52,SG
2,1561,udp,trojan,MuSka52,Trojans
3,1561,"tcp,udp",facilityview,facilityview,IANA
1,1562,"tcp,udp",pconnectmgr,pconnectmgr,IANA
1,1563,"tcp,udp",cadabra-lm,Cadabra License Manager,IANA
1,1564,"tcp,udp",pay-per-view,Pay-Per-View,IANA
1,1565,"tcp,udp",winddlb,WinDD,IANA
1,1566,"tcp,udp",corelvideo,CORELVIDEO,IANA
1,1567,"tcp,udp",jlicelmd,jlicelmd,IANA
1,1568,tcp,trojan,Remote Hack,SG
2,1568,tcp,RemoteHack,[trojan] Remote Hack,SANS
3,1568,"tcp,udp",tsspmap,tsspmap,IANA
1,1569,"tcp,udp",ets,ets,IANA
1,1570,"tcp,udp",orbixd,Orbix,Neophasis
2,1570,"tcp,udp",orbixd,orbixd,IANA
1,1571,"tcp,udp",rdb-dbs-disp,Oracle Remote Data Base,IANA
1,1572,"tcp,udp",chip-lm,Chipcom License Manager,IANA
1,1573,"tcp,udp",itscomm-ns,itscomm-ns,IANA
1,1574,tcp,kazaa,Kazaa P2P,SANS
2,1574,"tcp,udp",mvel-lm,mvel-lm,IANA
1,1575,"tcp,udp",oraclenames,oraclenames,IANA
1,1576,"tcp,udp",moldflow-lm,moldflow-lm,SANS
2,1576,"tcp,udp",moldflow-lm,Moldflow License Manager,IANA
1,1577,"tcp,udp",hypercube-lm,hypercube-lm,IANA
1,1578,"tcp,udp",jacobus-lm,Jacobus License Manager,IANA
1,1579,"tcp,udp",ioc-sea-lm,ioc-sea-lm,IANA
1,1580,"tcp,udp",tn-tl-r1,"Buffer overflow in Tivoli Storage Manager TSM (1) Server or Storage Agents 3.1 through 5.1, and (2) the TSM Client Acceptor Service 4.2 and 5.1, allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a long HTTP GET request to port 1580 or port 1581.References: [CVE-2002-0541] [BID-4500] [BID-4492]tn-tl-r1 / tn-tl-r1 (IANA official)",SG
2,1580,tcp,tn-tl-r1,tn-tl-r1,IANA
3,1580,udp,tn-tl-r2,tn-tl-r2,IANA
1,1581,"tcp,udp",applications,"Cross-site scripting (XSS) vulnerability in the CAD service in IBM Tivoli Storage Manager (TSM) Client 5.3.5.3 and 5.4.1.2 for Windows allows remote attackers to inject arbitrary web script or HTML via HTTP requests to port 1581, which generate log entries in a dsmerror.log file that is accessible through a certain web interface.References: [CVE-2007-4348] [BID-26221]Buffer overflow in Tivoli Storage Manager TSM (1) Server or Storage Agents 3.1 through 5.1, and (2) the TSM Client Acceptor Service 4.2 and 5.1, allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a long HTTP GET request to port 1580 or port 1581.References: [CVE-2002-0541] [BID-4500] [BID-4492]Port also IANA registered for MIL-2045-47001.",SG
2,1581,udp,,MIL STD 2045-47001 VMF (official),Wikipedia
3,1581,"tcp,udp",mil-2045-47001,MIL-2045-47001,IANA
1,1582,"tcp,udp",msims,IANA registered for: MSIMSIBM Tivoli Storage Manager server web interface[121] also uses this port (TCP).,SG
2,1582,"tcp,udp",msims,MSIMS,IANA
1,1583,tcp,applications,Heap-based buffer overflow in Actian Pervasive PSQL v12.10 and Zen v13 allows remote attackers to execute arbitrary code via crafted traffic to TCP port 1583. The overflow occurs after Server-Client encryption-key exchange. The issue results from an integer underflow that leads to a zero-byte allocation. The _srvLnaConnectMP1 function is affected.References: [CVE-2017-11757]IBM Tivoli Storage Manager server web interface[121] and Pervasive PSQL also use this port.,SG
2,1583,"tcp,udp",simbaexpress,simbaexpress,IANA
1,1584,tcp,applications,Dialpad,SG
2,"1584,1585,51210",tcp,applications,Dialpad,Portforward
3,1584,"tcp,udp",tn-tl-fd2,tn-tl-fd2,IANA
1,1585,tcp,applications,Dialpad,SG
2,"1584,1585,51210",tcp,applications,Dialpad,Portforward
3,1585,"tcp,udp",intv,intv,IANA
1,1586,"tcp,udp",ibm-abtact,ibm-abtact,IANA
1,1587,tcp,pra-elmd,"""pra_elmd",IANA
2,1587,"tcp,udp",pra_elmd,pra_elmd,IANA
3,1587,udp,pra-elmd,"""pra_elmd",IANA
1,1588,"tcp,udp",triquest-lm,triquest-lm,IANA
1,1589,"tcp,udp",vqp,IANA registered for: VQP,SG
2,1589,udp,,Cisco VQP (VLAN Query Protocol) / VMPS (unofficial),Wikipedia
3,1589,"tcp,udp",vqp,VQP,IANA
1,1590,"tcp,udp",gemini-lm,GE Smallworld Datastore Server (SWMFS/Smallworld Master Filesystem) uses port 1590 (TCP).IANA registered for: gemini-lm.,SG
2,1590,"tcp,udp",gemini-lm,gemini-lm,IANA
1,1591,"tcp,udp",ncpm-pm,ncpm-pm,IANA
1,1592,"tcp,udp",commonspace,commonspace,IANA
1,1593,"tcp,udp",mainsoft-lm,mainsoft-lm,IANA
1,1594,"tcp,udp",sixtrak,"sixtrak, modified: 2014-09-22",IANA
1,1595,"tcp,udp",radio,radio,IANA
1,1596,tcp,radio-sm,radio-sm,IANA
2,1596,udp,radio-bc,radio-bc,IANA
1,1597,"tcp,udp",orbplus-iiop,orbplus-iiop,IANA
1,1598,"tcp,udp",picknfs,picknfs,IANA
1,1599,tcp,simbaservices,Use-after-free vulnerability in the socket manager of Impress Remote in LibreOffice 4.x before 4.2.7 and 4.3.x before 4.3.3 allows remote attackers to cause a denial of service (crash) or possibly execute arbitrary code via a crafted request to TCP port 1599.References: [CVE-2014-3693]IANA registered for: simbaservices,SG
2,1599,"tcp,udp",simbaservices,simbaservices,IANA
1,1600,tcp,trojans,"Port used by some trojans: Shiva Burka, Backdoor.DirectConnection (remote access trojan, uses ports 1000, 1600-1602)",SG
2,1600,tcp,trojan,[trojan] Direct Connection,Trojans
3,1600,tcp,DirectConnection,[trojan] Direct Connection,SANS
4,1600,tcp,ShivkaBurka,[trojan] Shivka-Burka,SANS
5,1600,tcp,Shivka-Burka,[trojan] Shivka-Burka,SANS
6,1600,"tcp,udp",issd,issd,IANA
1,1601,tcp,trojan,Direct Connection,SG
2,1601,tcp,trojan,Direct Connection,Trojans
3,1601,"tcp,udp",aas,aas,IANA
1,1602,tcp,trojan,Direct Connection,SG
2,1602,tcp,trojan,Direct Connection,Trojans
3,1602,"tcp,udp",inspect,inspect,IANA
1,1603,"tcp,udp",picodbc,pickodbc,IANA
1,1604,udp,citrix,Citrix WinFrame uses port 1604 UDP and port 1494 TCP.DarkComet RAT (Remote Administration Tool) uses port 1604 (both TCP and UDP) by default.,SG
2,1604,tcp,rat,DarkComet RAT (Remote Administration Tool) uses port 1604 (both TCP and UDP) by default.ICA Browser,SG
3,1604,udp,applications,CITRIX,Portforward
4,1604,"tcp,udp",icabrowser,icabrowser,IANA
1,1605,"tcp,udp",slp,Salutation Manager (Salutation Protocol),IANA
1,1606,"tcp,udp",slm-api,Salutation Manager (SLM-API),IANA
1,1607,"tcp,udp",stt,stt,IANA
1,1608,"tcp,udp",smart-lm,Smart Corp. License Manager,IANA
1,1609,tcp,amp,"Numara Asset Manager Platform (AMP) uses the following ports:1610 - primary AMP port1611 - communication between console and master serverOther optional ports used by AMP:1609 - used to calculate available bandwidth for transfer windows1612 - used by the application kiosk feature2500 - used for multicast data transfers to agents5400 - used for remote control only22,23,25,135-139,445 - used for auto discovery, SSH remote inventory scans, SMB remote inventory161 - SNMP remote inventory scan67-69 - relays can be used to avoid opening ports over the wan",SG
2,1609,"tcp,udp",isysg-lm,isysg-lm,IANA
1,1610,tcp,amp,"Numara Asset Manager Platform (AMP) uses the following ports:1610 - primary AMP port1611 - communication between console and master serverOther optional ports used by AMP:1609 - used to calculate available bandwidth for transfer windows1612 - used by the application kiosk feature2500 - used for multicast data transfers to agents5400 - used for remote control only22,23,25,135-139,445 - used for auto discovery, SSH remote inventory scans, SMB remote inventory161 - SNMP remote inventory scan67-69 - relays can be used to avoid opening ports over the wan",SG
2,1610,"tcp,udp",taurus-wh,taurus-wh,IANA
1,1611,tcp,applications,"Numara Asset Manager Platform (AMP) uses the following ports:1610 - primary AMP port1611 - communication between console and master serverOther optional ports used by AMP:1609 - used to calculate available bandwidth for transfer windows1612 - used by the application kiosk feature2500 - used for multicast data transfers to agents5400 - used for remote control only22,23,25,135-139,445 - used for auto discovery, SSH remote inventory scans, SMB remote inventory161 - SNMP remote inventory scan67-69 - relays can be used to avoid opening ports over the wanPort also used by: Black and White game",SG
2,1611,"tcp,udp",ill,Inter Library Loan,IANA
1,1612,"tcp,udp",appliactions,"Numara Asset Manager Platform (AMP) uses the following ports:1610 - primary AMP port1611 - communication between console and master serverOther optional ports used by AMP:1609 - used to calculate available bandwidth for transfer windows1612 - used by the application kiosk feature2500 - used for multicast data transfers to agents5400 - used for remote control only22,23,25,135-139,445 - used for auto discovery, SSH remote inventory scans, SMB remote inventory161 - SNMP remote inventory scan67-69 - relays can be used to avoid opening ports over the wanPort also used by:NetBill Transaction ServerVideo game Black and White (TCP)",SG
2,1612,"tcp,udp",netbill-trans,NetBill Transaction Server,IANA
1,1613,"tcp,udp",netbill-keyrep,NetBill Key Repository,SG
2,1613,"tcp,udp",netbill-keyrep,NetBill Key Repository,IANA
1,1614,"tcp,udp",netbill-cred,NetBill Credential Server,SG
2,1614,"tcp,udp",netbill-cred,NetBill Credential Server,IANA
1,1615,"tcp,udp",netbill-auth,NetBill Authorization Server,SG
2,1615,"tcp,udp",netbill-auth,NetBill Authorization Server,IANA
1,1616,"tcp,udp",netbill-prod,NetBill Product Server,SG
2,1616,"tcp,udp",netbill-prod,NetBill Product Server,IANA
1,1617,"tcp,udp",nimrod-agent,Nimrod Inter-Agent Communication,IANA
1,1618,"tcp,udp",skytelnet,skytelnet,IANA
1,1619,"tcp,udp",xs-openstorage,xs-openstorage,IANA
1,1620,"tcp,udp",faxportwinport,faxportwinport,IANA
1,1621,"tcp,udp",softdataphone,"A security issue has been reported in Cisco Mobility Services Engine, which can be exploited by malicious people to bypass certain security restrictions. The security issue is caused due to the Oracle SSL service misconfiguration and can exploited to bypass the authentication mechanism by connecting to an unprotected port (1621).References: [CVE-2013-3469], [SECUNIA-54709]IANA registered for softdataphone",SG
2,1621,"tcp,udp",softdataphone,softdataphone,IANA
1,1622,"tcp,udp",ontime,ontime,IANA
1,1623,"tcp,udp",jaleosnd,jaleosnd,IANA
1,1624,"tcp,udp",udp-sr-port,udp-sr-port,IANA
1,1625,"tcp,udp",svs-omagent,svs-omagent,IANA
1,1626,"tcp,udp",applications,"Robot Rage, Street Fighter Online, Shockwave, iSketch (TCP)",SG
2,1626,udp,applications,Robot Rage,Portforward
3,1626,"tcp,udp",applications,Street Fighter Online,Portforward
4,1626,"tcp,udp",shockwave,Shockwave,IANA
1,1627,tcp,applications,iSketch,SG
2,1627,"tcp,udp",,iSketch (unofficial),Wikipedia
3,1627,"tcp,udp",t128-gateway,T.128 Gateway,IANA
1,1628,"tcp,udp",lontalk-norm,LonTalk normal,IANA
1,1629,"tcp,udp",lontalk-urgnt,"LonTalk urgent, registered 2008-04-10",IANA
1,1630,udp,games,"Europa Universalis III: In Nomine uses ports 1630-1638, developer: Paradox Interactive",SG
2,1630-1636,udp,applications,Europa Universalis III,Portforward
3,1630,"tcp,udp",oraclenet8cman,Oracle Net8 Cman,IANA
1,1631,"tcp,udp",visitview,Visit view,IANA
2,1630-1636,udp,applications,Europa Universalis III,Portforward
1,1632,"tcp,udp",pammratc,PAMMRATC,IANA
2,1630-1636,udp,applications,Europa Universalis III,Portforward
1,1633,"tcp,udp",pammrpc,PAMMRPC,IANA
2,1630-1636,udp,applications,Europa Universalis III,Portforward
1,1634,tcp,trojan,NetCrack,SG
2,1634,"tcp,udp",loaprobe,Log On America Probe,IANA
3,1630-1636,udp,applications,Europa Universalis III,Portforward
1,1635,"tcp,udp",edb-server1,EDB Server 1,IANA
2,1630-1636,udp,applications,Europa Universalis III,Portforward
1,1636,"tcp,udp",cncp,CableNet Control Protocol,SANS
2,1630-1636,udp,applications,Europa Universalis III,Portforward
3,1636,"tcp,udp",isdc,ISP shared public data control,IANA
1,1637,"tcp,udp",cnap,CableNet Admin Protocol,SANS
2,1637,"tcp,udp",islc,ISP shared local data control,IANA
1,1638,udp,games,"Europa Universalis III: In Nomine uses ports 1630-1638, developer: Paradox Interactive",SG
2,1638,"tcp,udp",cnip,CableNet Info Protocol,SANS
3,1638,"tcp,udp",ismc,ISP shared management control,IANA
1,1639,tcp,trojans,"W32.Bofra.E@mm [Symantec-2004-111213-5143-99] (2004.11.12) - a mass-mailing worm that exploits the MS Internet Explorer IFRAME vulnerability [BID-11515]. Affects all current Windows versions.Runs as an HTTP server on port 1639/tcp, Attempts to connect to IRC servers on port 6667/tcp.W32.Bofra.C@mm [Symantec-2004-111113-3948-99] (2004.11.11) - another variant of the Bofra worm. It opens ports 1639/tcp and 1640/tcp for listening, opens an ident daemon on port 113/tcp, connects to IRC servers on port 6667/tcp.W32.Bofra.A@mm [Symantec-2004-110916-0038-99] (2004.11.08).W32.Bofra.D@mm [Symantec-2004-110911-3939-99] (2004.11.09).",SG
2,1639,"tcp,udp",threat,W32.Bofra,Bekkoame
3,1639,"tcp,udp",threat,W32.Mydoom,Bekkoame
4,1639,"tcp,udp",cert-initiator,cert-initiator,IANA
1,1640,tcp,trojans,"W32.Bofra.C@mm [Symantec-2004-111113-3948-99] (2004.11.11) - mass-mailing worm that exploits the MS Internet Explorer IFRAME Vulnerability [BID-11515]. Also spreads by sending email to addresses found on the infected computer. It can affect all current Windows versions.It opens ports 1639/tcp and 1640/tcp for listening, opens an ident daemon on port 113/tcp, connects to IRC servers on port 6667/tcp.",SG
2,1640,"tcp,udp",threat,W32.Bofra,Bekkoame
3,1640,"tcp,udp",cert-responder,cert-responder,IANA
1,1641,"tcp,udp",invision,"The Synel SY-780/A Time & Attendance terminal allows remote attackers to cause a denial of service (device hang) via network traffic to port (1) 1641, (2) 3734, or (3) 3735.References: [CVE-2012-2970]InVision (IANA official)",SG
2,1641,"tcp,udp",invision,InVision,IANA
1,1642,"tcp,udp",isis-am,isis-am,IANA
1,1643,"tcp,udp",isis-ambc,isis-ambc,IANA
1,1644,"tcp,udp",saiseh,Satellite-data Acquisition System 4,IANA
